Using device: cuda
Loading training data...
Loading data from data/enwik8
Training sparse transformer model...
Initial learning rate: 0.000000
Target learning rate: 0.000100
Warmup steps: 4000
Epoch 1/100 | Batch 0/43947 | Loss: 5.5443 | LR: 0.000000
Epoch 1/100 | Batch 100/43947 | Loss: 5.5434 | LR: 0.000000
Epoch 1/100 | Batch 200/43947 | Loss: 5.5425 | LR: 0.000000
Epoch 1/100 | Batch 300/43947 | Loss: 5.5431 | LR: 0.000001
Epoch 1/100 | Batch 400/43947 | Loss: 5.5438 | LR: 0.000001
Epoch 1/100 | Batch 500/43947 | Loss: 5.5438 | LR: 0.000002
Epoch 1/100 | Batch 600/43947 | Loss: 5.5416 | LR: 0.000002
Epoch 1/100 | Batch 700/43947 | Loss: 5.5428 | LR: 0.000003
Epoch 1/100 | Batch 800/43947 | Loss: 5.5418 | LR: 0.000004
Epoch 1/100 | Batch 900/43947 | Loss: 5.5384 | LR: 0.000005
Epoch 1/100 | Batch 1000/43947 | Loss: 5.5386 | LR: 0.000006
Epoch 1/100 | Batch 1100/43947 | Loss: 5.5380 | LR: 0.000008
Epoch 1/100 | Batch 1200/43947 | Loss: 5.5370 | LR: 0.000009
Epoch 1/100 | Batch 1300/43947 | Loss: 5.5329 | LR: 0.000011
Epoch 1/100 | Batch 1400/43947 | Loss: 5.5307 | LR: 0.000012
Epoch 1/100 | Batch 1500/43947 | Loss: 5.5282 | LR: 0.000014
Epoch 1/100 | Batch 1600/43947 | Loss: 5.5267 | LR: 0.000016
Epoch 1/100 | Batch 1700/43947 | Loss: 5.5201 | LR: 0.000018
Epoch 1/100 | Batch 1800/43947 | Loss: 5.5143 | LR: 0.000020
Epoch 1/100 | Batch 1900/43947 | Loss: 5.5107 | LR: 0.000023
Epoch 1/100 | Batch 2000/43947 | Loss: 5.5069 | LR: 0.000025
Epoch 1/100 | Batch 2100/43947 | Loss: 5.5015 | LR: 0.000028
Epoch 1/100 | Batch 2200/43947 | Loss: 5.4958 | LR: 0.000030
Epoch 1/100 | Batch 2300/43947 | Loss: 5.4851 | LR: 0.000033
Epoch 1/100 | Batch 2400/43947 | Loss: 5.4772 | LR: 0.000036
Epoch 1/100 | Batch 2500/43947 | Loss: 5.4696 | LR: 0.000039
Epoch 1/100 | Batch 2600/43947 | Loss: 5.4592 | LR: 0.000042
Epoch 1/100 | Batch 2700/43947 | Loss: 5.4564 | LR: 0.000046
Epoch 1/100 | Batch 2800/43947 | Loss: 5.4423 | LR: 0.000049
Epoch 1/100 | Batch 2900/43947 | Loss: 5.4323 | LR: 0.000053
Epoch 1/100 | Batch 3000/43947 | Loss: 5.4142 | LR: 0.000056
Epoch 1/100 | Batch 3100/43947 | Loss: 5.4023 | LR: 0.000060
Epoch 1/100 | Batch 3200/43947 | Loss: 5.3875 | LR: 0.000064
Epoch 1/100 | Batch 3300/43947 | Loss: 5.3713 | LR: 0.000068
Epoch 1/100 | Batch 3400/43947 | Loss: 5.3570 | LR: 0.000072
Epoch 1/100 | Batch 3500/43947 | Loss: 5.3427 | LR: 0.000077
Epoch 1/100 | Batch 3600/43947 | Loss: 5.3243 | LR: 0.000081
Epoch 1/100 | Batch 3700/43947 | Loss: 5.3120 | LR: 0.000086
Epoch 1/100 | Batch 3800/43947 | Loss: 5.3064 | LR: 0.000090
Epoch 1/100 | Batch 3900/43947 | Loss: 5.2678 | LR: 0.000095
Epoch 1/100 | Batch 4000/43947 | Loss: 5.2389 | LR: 0.000100
Epoch 1/100 | Batch 4100/43947 | Loss: 5.2457 | LR: 0.000100
Epoch 1/100 | Batch 4200/43947 | Loss: 5.1946 | LR: 0.000100
Epoch 1/100 | Batch 4300/43947 | Loss: 5.1927 | LR: 0.000100
Epoch 1/100 | Batch 4400/43947 | Loss: 5.1507 | LR: 0.000100
Epoch 1/100 | Batch 4500/43947 | Loss: 5.1494 | LR: 0.000100
Epoch 1/100 | Batch 4600/43947 | Loss: 5.1138 | LR: 0.000100
Epoch 1/100 | Batch 4700/43947 | Loss: 5.1202 | LR: 0.000100
