Using device: cuda
Loading training data...
Loading data from data/enwik8
Training sparse transformer model...
Epoch 1/100 | Batch 0/10986 | Loss: nan | LR: 0.000000
Epoch 1/100 | Batch 100/10986 | Loss: nan | LR: 0.000010
Epoch 1/100 | Batch 200/10986 | Loss: nan | LR: 0.000020
Epoch 1/100 | Batch 300/10986 | Loss: nan | LR: 0.000030
Epoch 1/100 | Batch 400/10986 | Loss: nan | LR: 0.000040
Epoch 1/100 | Batch 500/10986 | Loss: nan | LR: 0.000050
Epoch 1/100 | Batch 600/10986 | Loss: nan | LR: 0.000060
Epoch 1/100 | Batch 700/10986 | Loss: nan | LR: 0.000070
Epoch 1/100 | Batch 800/10986 | Loss: nan | LR: 0.000080
Epoch 1/100 | Batch 900/10986 | Loss: nan | LR: 0.000090
