Using device: cuda
Training model...
Epoch 1/30 | Batch 0/21973 | Loss: 3.5428 | BPB: 5.1112 | LR: 0.000000 |  | ms/batch: 835.0
Epoch 1/30 | Batch 4900/21973 | Loss: 3.4624 | BPB: 4.9952 | LR: 0.000000 | GradNorm: 3.2110 | ms/batch: 46.4
Epoch 1/30 | Batch 5000/21973 | Loss: 3.4592 | BPB: 4.9905 | LR: 0.000000 | GradNorm: 3.2322 | ms/batch: 46.4
Epoch 1/30 | Batch 5100/21973 | Loss: 3.4559 | BPB: 4.9858 | LR: 0.000000 | GradNorm: 3.2126 | ms/batch: 46.4
Epoch 1/30 | Batch 5200/21973 | Loss: 3.4525 | BPB: 4.9809 | LR: 0.000000 | GradNorm: 3.1556 | ms/batch: 46.4
Epoch 1/30 | Batch 5300/21973 | Loss: 3.4491 | BPB: 4.9760 | LR: 0.000000 | GradNorm: 3.2015 | ms/batch: 46.4
Epoch 1/30 | Batch 5400/21973 | Loss: 3.4456 | BPB: 4.9710 | LR: 0.000000 | GradNorm: 3.2001 | ms/batch: 46.4
Epoch 1/30 | Batch 5500/21973 | Loss: 3.4421 | BPB: 4.9659 | LR: 0.000000 | GradNorm: 3.1984 | ms/batch: 46.4
Epoch 1/30 | Batch 5600/21973 | Loss: 3.4385 | BPB: 4.9606 | LR: 0.000000 | GradNorm: 3.1493 | ms/batch: 46.4
Epoch 1/30 | Batch 5700/21973 | Loss: 3.4348 | BPB: 4.9554 | LR: 0.000000 | GradNorm: 3.1874 | ms/batch: 46.4
Epoch 1/30 | Batch 5800/21973 | Loss: 3.4311 | BPB: 4.9501 | LR: 0.000000 | GradNorm: 3.1505 | ms/batch: 46.4
Epoch 1/30 | Batch 5900/21973 | Loss: 3.4274 | BPB: 4.9447 | LR: 0.000000 | GradNorm: 3.2231 | ms/batch: 46.4
Epoch 1/30 | Batch 6000/21973 | Loss: 3.4236 | BPB: 4.9392 | LR: 0.000000 | GradNorm: 3.1184 | ms/batch: 46.4
Epoch 1/30 | Batch 6100/21973 | Loss: 3.4197 | BPB: 4.9336 | LR: 0.000000 | GradNorm: 3.1926 | ms/batch: 46.4
Epoch 1/30 | Batch 6200/21973 | Loss: 3.4158 | BPB: 4.9280 | LR: 0.000000 | GradNorm: 3.1786 | ms/batch: 46.4
Epoch 1/30 | Batch 6300/21973 | Loss: 3.4119 | BPB: 4.9223 | LR: 0.000000 | GradNorm: 3.1472 | ms/batch: 46.4
Epoch 1/30 | Batch 6400/21973 | Loss: 3.4080 | BPB: 4.9167 | LR: 0.000000 | GradNorm: 3.1186 | ms/batch: 46.4
Epoch 1/30 | Batch 6500/21973 | Loss: 3.4039 | BPB: 4.9108 | LR: 0.000001 | GradNorm: 3.1993 | ms/batch: 46.4
Epoch 1/30 | Batch 6600/21973 | Loss: 3.3998 | BPB: 4.9049 | LR: 0.000001 | GradNorm: 3.1979 | ms/batch: 46.4
Epoch 1/30 | Batch 6700/21973 | Loss: 3.3957 | BPB: 4.8989 | LR: 0.000001 | GradNorm: 3.1694 | ms/batch: 46.4
Epoch 1/30 | Batch 6800/21973 | Loss: 3.3915 | BPB: 4.8929 | LR: 0.000001 | GradNorm: 3.1982 | ms/batch: 46.4
Epoch 1/30 | Batch 6900/21973 | Loss: 3.3873 | BPB: 4.8869 | LR: 0.000001 | GradNorm: 3.1286 | ms/batch: 46.4
Epoch 1/30 | Batch 7000/21973 | Loss: 3.3831 | BPB: 4.8807 | LR: 0.000001 | GradNorm: 3.1044 | ms/batch: 46.4
Epoch 1/30 | Batch 7100/21973 | Loss: 3.3788 | BPB: 4.8745 | LR: 0.000001 | GradNorm: 3.1269 | ms/batch: 46.4
Epoch 1/30 | Batch 7200/21973 | Loss: 3.3744 | BPB: 4.8683 | LR: 0.000001 | GradNorm: 3.1499 | ms/batch: 46.4
Epoch 1/30 | Batch 7300/21973 | Loss: 3.3700 | BPB: 4.8619 | LR: 0.000001 | GradNorm: 3.1093 | ms/batch: 46.4
Epoch 1/30 | Batch 7400/21973 | Loss: 3.3656 | BPB: 4.8556 | LR: 0.000001 | GradNorm: 3.0845 | ms/batch: 46.4
Epoch 1/30 | Batch 7500/21973 | Loss: 3.3611 | BPB: 4.8491 | LR: 0.000001 | GradNorm: 3.0844 | ms/batch: 46.4
Epoch 1/30 | Batch 7600/21973 | Loss: 3.3566 | BPB: 4.8426 | LR: 0.000001 | GradNorm: 3.0865 | ms/batch: 46.4
Epoch 1/30 | Batch 7700/21973 | Loss: 3.3521 | BPB: 4.8361 | LR: 0.000001 | GradNorm: 3.1211 | ms/batch: 46.4
Epoch 1/30 | Batch 7800/21973 | Loss: 3.3475 | BPB: 4.8294 | LR: 0.000001 | GradNorm: 3.0937 | ms/batch: 46.4
Epoch 1/30 | Batch 7900/21973 | Loss: 3.3428 | BPB: 4.8227 | LR: 0.000001 | GradNorm: 3.0617 | ms/batch: 46.4
Epoch 1/30 | Batch 8000/21973 | Loss: 3.3382 | BPB: 4.8160 | LR: 0.000001 | GradNorm: 3.0754 | ms/batch: 46.4
Epoch 1/30 | Batch 8100/21973 | Loss: 3.3335 | BPB: 4.8092 | LR: 0.000001 | GradNorm: 3.0934 | ms/batch: 46.4
Epoch 1/30 | Batch 8200/21973 | Loss: 3.3287 | BPB: 4.8023 | LR: 0.000001 | GradNorm: 3.0168 | ms/batch: 46.4
Epoch 1/30 | Batch 8300/21973 | Loss: 3.3239 | BPB: 4.7954 | LR: 0.000001 | GradNorm: 3.0504 | ms/batch: 46.4
Epoch 1/30 | Batch 8400/21973 | Loss: 3.3191 | BPB: 4.7884 | LR: 0.000001 | GradNorm: 3.0321 | ms/batch: 46.4
Epoch 1/30 | Batch 8500/21973 | Loss: 3.3142 | BPB: 4.7814 | LR: 0.000001 | GradNorm: 3.0428 | ms/batch: 46.4
Epoch 1/30 | Batch 8600/21973 | Loss: 3.3093 | BPB: 4.7744 | LR: 0.000001 | GradNorm: 3.0774 | ms/batch: 46.4
Epoch 1/30 | Batch 8700/21973 | Loss: 3.3044 | BPB: 4.7673 | LR: 0.000001 | GradNorm: 3.0800 | ms/batch: 46.4
Epoch 1/30 | Batch 8800/21973 | Loss: 3.2994 | BPB: 4.7601 | LR: 0.000001 | GradNorm: 3.0750 | ms/batch: 46.4
Epoch 1/30 | Batch 8900/21973 | Loss: 3.2944 | BPB: 4.7528 | LR: 0.000001 | GradNorm: 3.0124 | ms/batch: 46.4
Epoch 1/30 | Batch 9000/21973 | Loss: 3.2894 | BPB: 4.7455 | LR: 0.000001 | GradNorm: 2.9912 | ms/batch: 46.4
Epoch 1/30 | Batch 9100/21973 | Loss: 3.2843 | BPB: 4.7383 | LR: 0.000001 | GradNorm: 3.0089 | ms/batch: 46.4
Epoch 1/30 | Batch 9200/21973 | Loss: 3.2792 | BPB: 4.7309 | LR: 0.000001 | GradNorm: 2.9996 | ms/batch: 46.4
Epoch 1/30 | Batch 9300/21973 | Loss: 3.2742 | BPB: 4.7236 | LR: 0.000001 | GradNorm: 3.0061 | ms/batch: 46.4
Epoch 1/30 | Batch 9400/21973 | Loss: 3.2690 | BPB: 4.7162 | LR: 0.000001 | GradNorm: 3.0451 | ms/batch: 46.4
Epoch 1/30 | Batch 9500/21973 | Loss: 3.2639 | BPB: 4.7088 | LR: 0.000001 | GradNorm: 2.9919 | ms/batch: 46.4
Epoch 1/30 | Batch 9600/21973 | Loss: 3.2587 | BPB: 4.7013 | LR: 0.000001 | GradNorm: 2.9605 | ms/batch: 46.4
Epoch 1/30 | Batch 9700/21973 | Loss: 3.2535 | BPB: 4.6937 | LR: 0.000001 | GradNorm: 2.9482 | ms/batch: 46.4
Epoch 1/30 | Batch 9800/21973 | Loss: 3.2482 | BPB: 4.6862 | LR: 0.000001 | GradNorm: 2.9992 | ms/batch: 46.3
Epoch 1/30 | Batch 9900/21973 | Loss: 3.2429 | BPB: 4.6786 | LR: 0.000001 | GradNorm: 2.9571 | ms/batch: 46.3
Epoch 1/30 | Batch 10000/21973 | Loss: 3.2377 | BPB: 4.6709 | LR: 0.000001 | GradNorm: 2.8668 | ms/batch: 46.3
Epoch 1/30 | Batch 10100/21973 | Loss: 3.2324 | BPB: 4.6633 | LR: 0.000001 | GradNorm: 2.9654 | ms/batch: 46.4
Epoch 1/30 | Batch 10200/21973 | Loss: 3.2270 | BPB: 4.6556 | LR: 0.000001 | GradNorm: 2.9297 | ms/batch: 46.3
Epoch 1/30 | Batch 10300/21973 | Loss: 3.2216 | BPB: 4.6478 | LR: 0.000001 | GradNorm: 2.9080 | ms/batch: 46.3
Epoch 1/30 | Batch 10400/21973 | Loss: 3.2162 | BPB: 4.6401 | LR: 0.000001 | GradNorm: 2.9076 | ms/batch: 46.3
Epoch 1/30 | Batch 10500/21973 | Loss: 3.2108 | BPB: 4.6322 | LR: 0.000001 | GradNorm: 2.9062 | ms/batch: 46.3
Epoch 1/30 | Batch 10600/21973 | Loss: 3.2053 | BPB: 4.6243 | LR: 0.000001 | GradNorm: 2.9499 | ms/batch: 46.3
Epoch 1/30 | Batch 10700/21973 | Loss: 3.1999 | BPB: 4.6164 | LR: 0.000001 | GradNorm: 2.9283 | ms/batch: 46.3
Epoch 1/30 | Batch 10800/21973 | Loss: 3.1943 | BPB: 4.6085 | LR: 0.000001 | GradNorm: 2.8899 | ms/batch: 46.3
Epoch 1/30 | Batch 10900/21973 | Loss: 3.1888 | BPB: 4.6005 | LR: 0.000001 | GradNorm: 2.8328 | ms/batch: 46.3
Epoch 1/30 | Batch 11000/21973 | Loss: 3.1833 | BPB: 4.5925 | LR: 0.000001 | GradNorm: 2.8717 | ms/batch: 46.3
Epoch 1/30 | Batch 11100/21973 | Loss: 3.1777 | BPB: 4.5844 | LR: 0.000001 | GradNorm: 2.8480 | ms/batch: 46.3
Epoch 1/30 | Batch 11200/21973 | Loss: 3.1721 | BPB: 4.5764 | LR: 0.000001 | GradNorm: 2.8458 | ms/batch: 46.3
Epoch 1/30 | Batch 11300/21973 | Loss: 3.1665 | BPB: 4.5683 | LR: 0.000001 | GradNorm: 2.8766 | ms/batch: 46.3
Epoch 1/30 | Batch 11400/21973 | Loss: 3.1609 | BPB: 4.5602 | LR: 0.000001 | GradNorm: 2.9017 | ms/batch: 46.3
Epoch 1/30 | Batch 11500/21973 | Loss: 3.1553 | BPB: 4.5521 | LR: 0.000001 | GradNorm: 2.8446 | ms/batch: 46.3
Epoch 1/30 | Batch 11600/21973 | Loss: 3.1497 | BPB: 4.5440 | LR: 0.000001 | GradNorm: 2.8772 | ms/batch: 46.3
Epoch 1/30 | Batch 11700/21973 | Loss: 3.1441 | BPB: 4.5359 | LR: 0.000001 | GradNorm: 2.8008 | ms/batch: 46.3
Epoch 1/30 | Batch 11800/21973 | Loss: 3.1384 | BPB: 4.5277 | LR: 0.000001 | GradNorm: 2.8428 | ms/batch: 46.3
Epoch 1/30 | Batch 11900/21973 | Loss: 3.1327 | BPB: 4.5195 | LR: 0.000001 | GradNorm: 2.7810 | ms/batch: 46.3
Epoch 1/30 | Batch 12000/21973 | Loss: 3.1269 | BPB: 4.5112 | LR: 0.000001 | GradNorm: 2.8325 | ms/batch: 46.3
Epoch 1/30 | Batch 12100/21973 | Loss: 3.1212 | BPB: 4.5030 | LR: 0.000001 | GradNorm: 2.7915 | ms/batch: 46.3
Epoch 1/30 | Batch 12200/21973 | Loss: 3.1155 | BPB: 4.4947 | LR: 0.000001 | GradNorm: 2.7807 | ms/batch: 46.3
Epoch 1/30 | Batch 12300/21973 | Loss: 3.1097 | BPB: 4.4864 | LR: 0.000001 | GradNorm: 2.8396 | ms/batch: 46.3
Epoch 1/30 | Batch 12400/21973 | Loss: 3.1039 | BPB: 4.4780 | LR: 0.000001 | GradNorm: 2.7918 | ms/batch: 46.3
Epoch 1/30 | Batch 12500/21973 | Loss: 3.0981 | BPB: 4.4697 | LR: 0.000001 | GradNorm: 2.7433 | ms/batch: 46.3
Epoch 1/30 | Batch 12600/21973 | Loss: 3.0924 | BPB: 4.4614 | LR: 0.000001 | GradNorm: 2.7342 | ms/batch: 46.3
Epoch 1/30 | Batch 12700/21973 | Loss: 3.0866 | BPB: 4.4530 | LR: 0.000001 | GradNorm: 2.7372 | ms/batch: 46.3
Epoch 1/30 | Batch 12800/21973 | Loss: 3.0807 | BPB: 4.4445 | LR: 0.000001 | GradNorm: 2.7368 | ms/batch: 46.3
Epoch 1/30 | Batch 12900/21973 | Loss: 3.0748 | BPB: 4.4360 | LR: 0.000001 | GradNorm: 2.7223 | ms/batch: 46.3
Epoch 1/30 | Batch 13000/21973 | Loss: 3.0689 | BPB: 4.4275 | LR: 0.000001 | GradNorm: 2.6995 | ms/batch: 46.3
Epoch 1/30 | Batch 13100/21973 | Loss: 3.0630 | BPB: 4.4190 | LR: 0.000001 | GradNorm: 2.7696 | ms/batch: 46.3
Epoch 1/30 | Batch 13200/21973 | Loss: 3.0571 | BPB: 4.4105 | LR: 0.000001 | GradNorm: 2.6813 | ms/batch: 46.3
Epoch 1/30 | Batch 13300/21973 | Loss: 3.0512 | BPB: 4.4020 | LR: 0.000001 | GradNorm: 2.6808 | ms/batch: 46.3
Epoch 1/30 | Batch 13400/21973 | Loss: 3.0454 | BPB: 4.3936 | LR: 0.000001 | GradNorm: 2.6681 | ms/batch: 46.3
Epoch 1/30 | Batch 13500/21973 | Loss: 3.0394 | BPB: 4.3849 | LR: 0.000001 | GradNorm: 2.6516 | ms/batch: 46.3
Epoch 1/30 | Batch 13600/21973 | Loss: 3.0335 | BPB: 4.3764 | LR: 0.000001 | GradNorm: 2.6548 | ms/batch: 46.3
Epoch 1/30 | Batch 13700/21973 | Loss: 3.0274 | BPB: 4.3677 | LR: 0.000001 | GradNorm: 2.6672 | ms/batch: 46.3
Epoch 1/30 | Batch 13800/21973 | Loss: 3.0214 | BPB: 4.3590 | LR: 0.000001 | GradNorm: 2.6069 | ms/batch: 46.3
Epoch 1/30 | Batch 13900/21973 | Loss: 3.0155 | BPB: 4.3504 | LR: 0.000001 | GradNorm: 2.5645 | ms/batch: 46.3
Epoch 1/30 | Batch 14000/21973 | Loss: 3.0095 | BPB: 4.3419 | LR: 0.000001 | GradNorm: 2.5737 | ms/batch: 46.3
Epoch 1/30 | Batch 14100/21973 | Loss: 3.0035 | BPB: 4.3332 | LR: 0.000001 | GradNorm: 2.5875 | ms/batch: 46.3
Epoch 1/30 | Batch 14200/21973 | Loss: 2.9976 | BPB: 4.3246 | LR: 0.000001 | GradNorm: 2.5806 | ms/batch: 46.3
Epoch 1/30 | Batch 14300/21973 | Loss: 2.9915 | BPB: 4.3159 | LR: 0.000001 | GradNorm: 2.5713 | ms/batch: 46.3
Epoch 1/30 | Batch 14400/21973 | Loss: 2.9856 | BPB: 4.3072 | LR: 0.000001 | GradNorm: 2.5579 | ms/batch: 46.3
Epoch 1/30 | Batch 14500/21973 | Loss: 2.9795 | BPB: 4.2985 | LR: 0.000001 | GradNorm: 2.5223 | ms/batch: 46.3
Epoch 1/30 | Batch 14600/21973 | Loss: 2.9735 | BPB: 4.2898 | LR: 0.000001 | GradNorm: 2.5225 | ms/batch: 46.3
Epoch 1/30 | Batch 14700/21973 | Loss: 2.9675 | BPB: 4.2812 | LR: 0.000001 | GradNorm: 2.4888 | ms/batch: 46.3
Epoch 1/30 | Batch 14800/21973 | Loss: 2.9615 | BPB: 4.2725 | LR: 0.000001 | GradNorm: 2.4586 | ms/batch: 46.3
Epoch 1/30 | Batch 14900/21973 | Loss: 2.9554 | BPB: 4.2637 | LR: 0.000001 | GradNorm: 2.4750 | ms/batch: 46.3
Epoch 1/30 | Batch 15000/21973 | Loss: 2.9493 | BPB: 4.2549 | LR: 0.000001 | GradNorm: 2.4645 | ms/batch: 46.3
Epoch 1/30 | Batch 15100/21973 | Loss: 2.9433 | BPB: 4.2462 | LR: 0.000001 | GradNorm: 2.4154 | ms/batch: 46.3
Epoch 1/30 | Batch 15200/21973 | Loss: 2.9372 | BPB: 4.2375 | LR: 0.000001 | GradNorm: 2.4120 | ms/batch: 46.3
Epoch 1/30 | Batch 15300/21973 | Loss: 2.9312 | BPB: 4.2288 | LR: 0.000001 | GradNorm: 2.3907 | ms/batch: 46.3
Epoch 1/30 | Batch 15400/21973 | Loss: 2.9251 | BPB: 4.2200 | LR: 0.000001 | GradNorm: 2.4240 | ms/batch: 46.3
Epoch 1/30 | Batch 15500/21973 | Loss: 2.9191 | BPB: 4.2113 | LR: 0.000001 | GradNorm: 2.3942 | ms/batch: 46.3
Epoch 1/30 | Batch 15600/21973 | Loss: 2.9130 | BPB: 4.2025 | LR: 0.000001 | GradNorm: 2.4053 | ms/batch: 46.3
Epoch 1/30 | Batch 15700/21973 | Loss: 2.9069 | BPB: 4.1937 | LR: 0.000001 | GradNorm: 2.3827 | ms/batch: 46.3
Epoch 1/30 | Batch 15800/21973 | Loss: 2.9008 | BPB: 4.1850 | LR: 0.000001 | GradNorm: 2.3253 | ms/batch: 46.3
Epoch 1/30 | Batch 15900/21973 | Loss: 2.8948 | BPB: 4.1763 | LR: 0.000001 | GradNorm: 2.3624 | ms/batch: 46.3
Epoch 1/30 | Batch 16000/21973 | Loss: 2.8887 | BPB: 4.1675 | LR: 0.000001 | GradNorm: 2.3152 | ms/batch: 46.3
Epoch 1/30 | Batch 16100/21973 | Loss: 2.8827 | BPB: 4.1588 | LR: 0.000001 | GradNorm: 2.2723 | ms/batch: 46.3
Epoch 1/30 | Batch 16200/21973 | Loss: 2.8766 | BPB: 4.1501 | LR: 0.000001 | GradNorm: 2.2611 | ms/batch: 46.3
Epoch 1/30 | Batch 16300/21973 | Loss: 2.8706 | BPB: 4.1414 | LR: 0.000001 | GradNorm: 2.2332 | ms/batch: 46.3
Epoch 1/30 | Batch 16400/21973 | Loss: 2.8645 | BPB: 4.1326 | LR: 0.000001 | GradNorm: 2.2424 | ms/batch: 46.3
Epoch 1/30 | Batch 16500/21973 | Loss: 2.8584 | BPB: 4.1239 | LR: 0.000001 | GradNorm: 2.1966 | ms/batch: 46.3
Epoch 1/30 | Batch 16600/21973 | Loss: 2.8524 | BPB: 4.1151 | LR: 0.000001 | GradNorm: 2.1998 | ms/batch: 46.3
Epoch 1/30 | Batch 16700/21973 | Loss: 2.8462 | BPB: 4.1062 | LR: 0.000001 | GradNorm: 2.1870 | ms/batch: 46.3
Epoch 1/30 | Batch 16800/21973 | Loss: 2.8402 | BPB: 4.0975 | LR: 0.000001 | GradNorm: 2.1836 | ms/batch: 46.3
Epoch 1/30 | Batch 16900/21973 | Loss: 2.8341 | BPB: 4.0888 | LR: 0.000001 | GradNorm: 2.1354 | ms/batch: 46.3
Epoch 1/30 | Batch 17000/21973 | Loss: 2.8280 | BPB: 4.0800 | LR: 0.000001 | GradNorm: 2.1521 | ms/batch: 46.3
Epoch 1/30 | Batch 17100/21973 | Loss: 2.8220 | BPB: 4.0712 | LR: 0.000001 | GradNorm: 2.1086 | ms/batch: 46.3
Epoch 1/30 | Batch 17200/21973 | Loss: 2.8159 | BPB: 4.0626 | LR: 0.000001 | GradNorm: 2.0607 | ms/batch: 46.3
Epoch 1/30 | Batch 17300/21973 | Loss: 2.8099 | BPB: 4.0538 | LR: 0.000001 | GradNorm: 2.0740 | ms/batch: 46.3
Epoch 1/30 | Batch 17400/21973 | Loss: 2.8039 | BPB: 4.0451 | LR: 0.000001 | GradNorm: 2.0478 | ms/batch: 46.3
Epoch 1/30 | Batch 17500/21973 | Loss: 2.7978 | BPB: 4.0364 | LR: 0.000001 | GradNorm: 2.0728 | ms/batch: 46.3
Epoch 1/30 | Batch 17600/21973 | Loss: 2.7918 | BPB: 4.0277 | LR: 0.000001 | GradNorm: 2.0178 | ms/batch: 46.3
Epoch 1/30 | Batch 17700/21973 | Loss: 2.7857 | BPB: 4.0190 | LR: 0.000001 | GradNorm: 1.9967 | ms/batch: 46.3
Epoch 1/30 | Batch 17800/21973 | Loss: 2.7797 | BPB: 4.0103 | LR: 0.000001 | GradNorm: 1.9589 | ms/batch: 46.3
Epoch 1/30 | Batch 17900/21973 | Loss: 2.7738 | BPB: 4.0017 | LR: 0.000001 | GradNorm: 1.9448 | ms/batch: 46.3
