Using device: cuda
Loading training data...
Loading data from data/enwik8
Training sparse transformer model...
Initial learning rate: 0.000001
Target learning rate: 0.000500
Warmup steps: 800
Epoch 1/100 | Batch 0/7324 | Loss: 5.5496 | LR: 0.000001
Epoch 1/100 | Batch 100/7324 | Loss: 5.4712 | LR: 0.000063
Epoch 1/100 | Batch 200/7324 | Loss: 5.4220 | LR: 0.000126
Epoch 1/100 | Batch 300/7324 | Loss: 5.3633 | LR: 0.000188
Epoch 1/100 | Batch 400/7324 | Loss: 5.2731 | LR: 0.000251
Epoch 1/100 | Batch 500/7324 | Loss: 5.1752 | LR: 0.000313
Epoch 1/100 | Batch 600/7324 | Loss: 5.0023 | LR: 0.000376
Epoch 1/100 | Batch 700/7324 | Loss: 4.8830 | LR: 0.000438
Epoch 1/100 | Batch 800/7324 | Loss: 4.6834 | LR: 0.000500
Epoch 1/100 | Batch 900/7324 | Loss: 4.5270 | LR: 0.000500
Epoch 1/100 | Batch 1000/7324 | Loss: 4.3411 | LR: 0.000500
Epoch 1/100 | Batch 1100/7324 | Loss: 4.2539 | LR: 0.000500
Epoch 1/100 | Batch 1200/7324 | Loss: 4.0850 | LR: 0.000500
Epoch 1/100 | Batch 1300/7324 | Loss: 3.9889 | LR: 0.000500
Epoch 1/100 | Batch 1400/7324 | Loss: 3.9124 | LR: 0.000500
Epoch 1/100 | Batch 1500/7324 | Loss: 3.8946 | LR: 0.000500
Epoch 1/100 | Batch 1600/7324 | Loss: 3.7745 | LR: 0.000500
Epoch 1/100 | Batch 1700/7324 | Loss: 3.7782 | LR: 0.000500
Epoch 1/100 | Batch 1800/7324 | Loss: 3.7239 | LR: 0.000500
Epoch 1/100 | Batch 1900/7324 | Loss: 3.6992 | LR: 0.000500
Epoch 1/100 | Batch 2000/7324 | Loss: 3.7820 | LR: 0.000500
Epoch 1/100 | Batch 2100/7324 | Loss: 3.8118 | LR: 0.000500
Epoch 1/100 | Batch 2200/7324 | Loss: 3.7884 | LR: 0.000500
Epoch 1/100 | Batch 2300/7324 | Loss: 3.8009 | LR: 0.000500
Epoch 1/100 | Batch 2400/7324 | Loss: 3.7710 | LR: 0.000500
Epoch 1/100 | Batch 2500/7324 | Loss: 3.7106 | LR: 0.000500
Epoch 1/100 | Batch 2600/7324 | Loss: 3.6417 | LR: 0.000500
Epoch 1/100 | Batch 2700/7324 | Loss: 3.7357 | LR: 0.000500
Epoch 1/100 | Batch 2800/7324 | Loss: 3.6805 | LR: 0.000500
Epoch 1/100 | Batch 2900/7324 | Loss: 3.8539 | LR: 0.000500
Epoch 1/100 | Batch 3000/7324 | Loss: 3.6434 | LR: 0.000500
Epoch 1/100 | Batch 3100/7324 | Loss: 3.7194 | LR: 0.000500
Epoch 1/100 | Batch 3200/7324 | Loss: 3.7302 | LR: 0.000500
Epoch 1/100 | Batch 3300/7324 | Loss: 3.7928 | LR: 0.000500
Epoch 1/100 | Batch 3400/7324 | Loss: 3.8206 | LR: 0.000500
Epoch 1/100 | Batch 3500/7324 | Loss: 3.7819 | LR: 0.000500
Epoch 1/100 | Batch 3600/7324 | Loss: 3.6828 | LR: 0.000500
Epoch 1/100 | Batch 3700/7324 | Loss: 3.6898 | LR: 0.000500
Epoch 1/100 | Batch 3800/7324 | Loss: 3.7506 | LR: 0.000500
Epoch 1/100 | Batch 3900/7324 | Loss: 3.8244 | LR: 0.000500
Epoch 1/100 | Batch 4000/7324 | Loss: 3.7266 | LR: 0.000500
Epoch 1/100 | Batch 4100/7324 | Loss: 3.7368 | LR: 0.000500
Epoch 1/100 | Batch 4200/7324 | Loss: 3.6461 | LR: 0.000500
Epoch 1/100 | Batch 4300/7324 | Loss: 3.7834 | LR: 0.000500
Epoch 1/100 | Batch 4400/7324 | Loss: 3.7272 | LR: 0.000500
Epoch 1/100 | Batch 4500/7324 | Loss: 3.8757 | LR: 0.000500
Epoch 1/100 | Batch 4600/7324 | Loss: 3.6762 | LR: 0.000500
Epoch 1/100 | Batch 4700/7324 | Loss: 3.7366 | LR: 0.000500
Epoch 1/100 | Batch 4800/7324 | Loss: 3.8057 | LR: 0.000500
Epoch 1/100 | Batch 4900/7324 | Loss: 3.6915 | LR: 0.000500
Epoch 1/100 | Batch 5000/7324 | Loss: 3.6602 | LR: 0.000500
Epoch 1/100 | Batch 5100/7324 | Loss: 3.7345 | LR: 0.000500
Epoch 1/100 | Batch 5200/7324 | Loss: 3.7096 | LR: 0.000500
Epoch 1/100 | Batch 5300/7324 | Loss: 3.7130 | LR: 0.000500
Epoch 1/100 | Batch 5400/7324 | Loss: 3.7566 | LR: 0.000500
Epoch 1/100 | Batch 5500/7324 | Loss: 3.7446 | LR: 0.000500
Epoch 1/100 | Batch 5600/7324 | Loss: 3.7776 | LR: 0.000500
Epoch 1/100 | Batch 5700/7324 | Loss: 3.8269 | LR: 0.000500
Epoch 1/100 | Batch 5800/7324 | Loss: 3.8318 | LR: 0.000500
Epoch 1/100 | Batch 5900/7324 | Loss: 3.7127 | LR: 0.000500
Epoch 1/100 | Batch 6000/7324 | Loss: 3.7743 | LR: 0.000500
Epoch 1/100 | Batch 6100/7324 | Loss: 3.8187 | LR: 0.000500
Epoch 1/100 | Batch 6200/7324 | Loss: 3.7570 | LR: 0.000500
Epoch 1/100 | Batch 6300/7324 | Loss: 3.7737 | LR: 0.000500
Epoch 1/100 | Batch 6400/7324 | Loss: 3.7927 | LR: 0.000500
Epoch 1/100 | Batch 6500/7324 | Loss: 3.7016 | LR: 0.000500
Epoch 1/100 | Batch 6600/7324 | Loss: 3.7685 | LR: 0.000500
Epoch 1/100 | Batch 6700/7324 | Loss: 3.7412 | LR: 0.000500
Epoch 1/100 | Batch 6800/7324 | Loss: 3.7900 | LR: 0.000500
Epoch 1/100 | Batch 6900/7324 | Loss: 3.7211 | LR: 0.000500
Epoch 1/100 | Batch 7000/7324 | Loss: 3.7916 | LR: 0.000500
Epoch 1/100 | Batch 7100/7324 | Loss: 3.8146 | LR: 0.000500
Epoch 1/100 | Batch 7200/7324 | Loss: 3.8172 | LR: 0.000500
Epoch 1/100 | Batch 7300/7324 | Loss: 3.8324 | LR: 0.000500

Epoch 1/100 Summary:
Average Training Loss: 3.9641
Average Validation Loss: 3.7912
Best Validation Loss: 3.7912
Learning Rate: 0.000500
Epoch 2/100 | Batch 0/7324 | Loss: 3.8821 | LR: 0.000485
Epoch 2/100 | Batch 100/7324 | Loss: 3.8429 | LR: 0.000485
Epoch 2/100 | Batch 200/7324 | Loss: 3.7454 | LR: 0.000485
Epoch 2/100 | Batch 300/7324 | Loss: 3.7261 | LR: 0.000485
Epoch 2/100 | Batch 400/7324 | Loss: 3.7234 | LR: 0.000485
Epoch 2/100 | Batch 500/7324 | Loss: 3.8140 | LR: 0.000485
Epoch 2/100 | Batch 600/7324 | Loss: 3.6306 | LR: 0.000485
Epoch 2/100 | Batch 700/7324 | Loss: 3.8112 | LR: 0.000485
Epoch 2/100 | Batch 800/7324 | Loss: 3.7515 | LR: 0.000485
Epoch 2/100 | Batch 900/7324 | Loss: 3.7768 | LR: 0.000485
Epoch 2/100 | Batch 1000/7324 | Loss: 3.7289 | LR: 0.000485
Epoch 2/100 | Batch 1100/7324 | Loss: 3.8131 | LR: 0.000485
Epoch 2/100 | Batch 1200/7324 | Loss: 3.7432 | LR: 0.000485
Epoch 2/100 | Batch 1300/7324 | Loss: 3.7532 | LR: 0.000485
Epoch 2/100 | Batch 1400/7324 | Loss: 3.7643 | LR: 0.000485
Epoch 2/100 | Batch 1500/7324 | Loss: 3.8193 | LR: 0.000485
Epoch 2/100 | Batch 1600/7324 | Loss: 3.7361 | LR: 0.000485
Epoch 2/100 | Batch 1700/7324 | Loss: 3.7906 | LR: 0.000485
Epoch 2/100 | Batch 1800/7324 | Loss: 3.7614 | LR: 0.000485
Epoch 2/100 | Batch 1900/7324 | Loss: 3.7430 | LR: 0.000485
Epoch 2/100 | Batch 2000/7324 | Loss: 3.8347 | LR: 0.000485
Epoch 2/100 | Batch 2100/7324 | Loss: 3.8648 | LR: 0.000485
Epoch 2/100 | Batch 2200/7324 | Loss: 3.8486 | LR: 0.000485
Epoch 2/100 | Batch 2300/7324 | Loss: 3.8622 | LR: 0.000485
Epoch 2/100 | Batch 2400/7324 | Loss: 3.8359 | LR: 0.000485
Epoch 2/100 | Batch 2500/7324 | Loss: 3.7781 | LR: 0.000485
Epoch 2/100 | Batch 2600/7324 | Loss: 3.7129 | LR: 0.000485
Epoch 2/100 | Batch 2700/7324 | Loss: 3.8109 | LR: 0.000485
Epoch 2/100 | Batch 2800/7324 | Loss: 3.7549 | LR: 0.000485
Epoch 2/100 | Batch 2900/7324 | Loss: 3.9289 | LR: 0.000485
Epoch 2/100 | Batch 3000/7324 | Loss: 3.7217 | LR: 0.000485
Epoch 2/100 | Batch 3100/7324 | Loss: 3.7976 | LR: 0.000485
Epoch 2/100 | Batch 3200/7324 | Loss: 3.8141 | LR: 0.000485
Epoch 2/100 | Batch 3300/7324 | Loss: 3.8794 | LR: 0.000485
Epoch 2/100 | Batch 3400/7324 | Loss: 3.9029 | LR: 0.000485
Epoch 2/100 | Batch 3500/7324 | Loss: 3.8710 | LR: 0.000485
Epoch 2/100 | Batch 3600/7324 | Loss: 3.7732 | LR: 0.000485
Epoch 2/100 | Batch 3700/7324 | Loss: 3.7816 | LR: 0.000485
Epoch 2/100 | Batch 3800/7324 | Loss: 3.8448 | LR: 0.000485
Epoch 2/100 | Batch 3900/7324 | Loss: 3.9225 | LR: 0.000485
Epoch 2/100 | Batch 4000/7324 | Loss: 3.8242 | LR: 0.000485
Epoch 2/100 | Batch 4100/7324 | Loss: 3.8335 | LR: 0.000485
Epoch 2/100 | Batch 4200/7324 | Loss: 3.7445 | LR: 0.000485
Epoch 2/100 | Batch 4300/7324 | Loss: 3.8841 | LR: 0.000485
Epoch 2/100 | Batch 4400/7324 | Loss: 3.8275 | LR: 0.000485
Epoch 2/100 | Batch 4500/7324 | Loss: 3.9746 | LR: 0.000485
Epoch 2/100 | Batch 4600/7324 | Loss: 3.7819 | LR: 0.000485
Epoch 2/100 | Batch 4700/7324 | Loss: 3.8408 | LR: 0.000485
Epoch 2/100 | Batch 4800/7324 | Loss: 3.9153 | LR: 0.000485
Epoch 2/100 | Batch 4900/7324 | Loss: 3.7994 | LR: 0.000485
Epoch 2/100 | Batch 5000/7324 | Loss: 3.7689 | LR: 0.000485
Epoch 2/100 | Batch 5100/7324 | Loss: 3.8462 | LR: 0.000485
