Using device: cuda
Loading training data...
Loading data from data/enwik8
Training sparse transformer model...
Initial learning rate: 0.000001
Target learning rate: 0.000100
Warmup steps: 4000
Epoch 1/100 | Batch 0/7324 | Loss: 5.5474 | LR: 0.000000
Epoch 1/100 | Batch 100/7324 | Loss: 5.5444 | LR: 0.000013
Epoch 1/100 | Batch 200/7324 | Loss: 5.5341 | LR: 0.000025
Epoch 1/100 | Batch 300/7324 | Loss: 5.5191 | LR: 0.000038
Epoch 1/100 | Batch 400/7324 | Loss: 5.4959 | LR: 0.000050
Epoch 1/100 | Batch 500/7324 | Loss: 5.4702 | LR: 0.000063
Epoch 1/100 | Batch 600/7324 | Loss: 5.4284 | LR: 0.000075
Epoch 1/100 | Batch 700/7324 | Loss: 5.3951 | LR: 0.000088
Epoch 1/100 | Batch 800/7324 | Loss: 5.3424 | LR: 0.000100
Epoch 1/100 | Batch 900/7324 | Loss: 5.2949 | LR: 0.000113
Epoch 1/100 | Batch 1000/7324 | Loss: 5.2269 | LR: 0.000125
Epoch 1/100 | Batch 1100/7324 | Loss: 5.1708 | LR: 0.000138
Epoch 1/100 | Batch 1200/7324 | Loss: 5.0881 | LR: 0.000150
Epoch 1/100 | Batch 1300/7324 | Loss: 5.0141 | LR: 0.000163
Epoch 1/100 | Batch 1400/7324 | Loss: 4.9271 | LR: 0.000175
Epoch 1/100 | Batch 1500/7324 | Loss: 4.8593 | LR: 0.000188
Epoch 1/100 | Batch 1600/7324 | Loss: 4.7464 | LR: 0.000200
Epoch 1/100 | Batch 1700/7324 | Loss: 4.6619 | LR: 0.000213
Epoch 1/100 | Batch 1800/7324 | Loss: 4.5491 | LR: 0.000225
Epoch 1/100 | Batch 1900/7324 | Loss: 4.4519 | LR: 0.000238
Epoch 1/100 | Batch 2000/7324 | Loss: 4.3976 | LR: 0.000250
Epoch 1/100 | Batch 2100/7324 | Loss: 4.3346 | LR: 0.000263
Epoch 1/100 | Batch 2200/7324 | Loss: 4.2247 | LR: 0.000275
Epoch 1/100 | Batch 2300/7324 | Loss: 4.1607 | LR: 0.000288
Epoch 1/100 | Batch 2400/7324 | Loss: 4.0563 | LR: 0.000300
Epoch 1/100 | Batch 2500/7324 | Loss: 3.9493 | LR: 0.000313
Epoch 1/100 | Batch 2600/7324 | Loss: 3.8120 | LR: 0.000325
Epoch 1/100 | Batch 2700/7324 | Loss: 3.8097 | LR: 0.000338
Epoch 1/100 | Batch 2800/7324 | Loss: 3.6996 | LR: 0.000350
Epoch 1/100 | Batch 2900/7324 | Loss: 3.8129 | LR: 0.000363
Epoch 1/100 | Batch 3000/7324 | Loss: 3.5823 | LR: 0.000375
Epoch 1/100 | Batch 3100/7324 | Loss: 3.6166 | LR: 0.000388
Epoch 1/100 | Batch 3200/7324 | Loss: 3.6029 | LR: 0.000400
Epoch 1/100 | Batch 3300/7324 | Loss: 3.6266 | LR: 0.000413
Epoch 1/100 | Batch 3400/7324 | Loss: 3.6235 | LR: 0.000425
Epoch 1/100 | Batch 3500/7324 | Loss: 3.5661 | LR: 0.000438
Epoch 1/100 | Batch 3600/7324 | Loss: 3.4456 | LR: 0.000450
Epoch 1/100 | Batch 3700/7324 | Loss: 3.4367 | LR: 0.000463
Epoch 1/100 | Batch 3800/7324 | Loss: 3.4464 | LR: 0.000475
Epoch 1/100 | Batch 3900/7324 | Loss: 3.5022 | LR: 0.000488
Epoch 1/100 | Batch 4000/7324 | Loss: 3.4041 | LR: 0.000500
Epoch 1/100 | Batch 4100/7324 | Loss: 3.4013 | LR: 0.000500
Epoch 1/100 | Batch 4200/7324 | Loss: 3.2797 | LR: 0.000500
Epoch 1/100 | Batch 4300/7324 | Loss: 3.3929 | LR: 0.000500
Epoch 1/100 | Batch 4400/7324 | Loss: 3.3544 | LR: 0.000500
Epoch 1/100 | Batch 4500/7324 | Loss: 3.4498 | LR: 0.000500
Epoch 1/100 | Batch 4600/7324 | Loss: 3.2698 | LR: 0.000500
Epoch 1/100 | Batch 4700/7324 | Loss: 3.2993 | LR: 0.000500
Epoch 1/100 | Batch 4800/7324 | Loss: 3.3651 | LR: 0.000500
Epoch 1/100 | Batch 4900/7324 | Loss: 3.2343 | LR: 0.000500
Epoch 1/100 | Batch 5000/7324 | Loss: 3.2054 | LR: 0.000500
Epoch 1/100 | Batch 5100/7324 | Loss: 3.2847 | LR: 0.000500
Epoch 1/100 | Batch 5200/7324 | Loss: 3.2362 | LR: 0.000500
Epoch 1/100 | Batch 5300/7324 | Loss: 3.2530 | LR: 0.000500
Epoch 1/100 | Batch 5400/7324 | Loss: 3.2715 | LR: 0.000500
Epoch 1/100 | Batch 5500/7324 | Loss: 3.2588 | LR: 0.000500
Epoch 1/100 | Batch 5600/7324 | Loss: 3.2506 | LR: 0.000500
Epoch 1/100 | Batch 5700/7324 | Loss: 3.3200 | LR: 0.000500
Epoch 1/100 | Batch 5800/7324 | Loss: 3.2984 | LR: 0.000500
Epoch 1/100 | Batch 5900/7324 | Loss: 3.2046 | LR: 0.000500
Epoch 1/100 | Batch 6000/7324 | Loss: 3.2739 | LR: 0.000500
Epoch 1/100 | Batch 6100/7324 | Loss: 3.2556 | LR: 0.000500
Epoch 1/100 | Batch 6200/7324 | Loss: 3.2101 | LR: 0.000500
Epoch 1/100 | Batch 6300/7324 | Loss: 3.2403 | LR: 0.000500
Epoch 1/100 | Batch 6400/7324 | Loss: 3.2143 | LR: 0.000500
Epoch 1/100 | Batch 6500/7324 | Loss: 3.1680 | LR: 0.000500
Epoch 1/100 | Batch 6600/7324 | Loss: 3.2247 | LR: 0.000500
Epoch 1/100 | Batch 6700/7324 | Loss: 3.1458 | LR: 0.000500
Epoch 1/100 | Batch 6800/7324 | Loss: 3.1970 | LR: 0.000500
Epoch 1/100 | Batch 6900/7324 | Loss: 3.1369 | LR: 0.000500
Epoch 1/100 | Batch 7000/7324 | Loss: 3.1815 | LR: 0.000500
Epoch 1/100 | Batch 7100/7324 | Loss: 3.2230 | LR: 0.000500
Epoch 1/100 | Batch 7200/7324 | Loss: 3.1949 | LR: 0.000500
Epoch 1/100 | Batch 7300/7324 | Loss: 3.2157 | LR: 0.000500

Epoch 1/100 Summary:
Average Training Loss: 3.9142
Average Validation Loss: 3.1622
Best Validation Loss: 3.1622
Learning Rate: 0.000500
Epoch 2/100 | Batch 0/7324 | Loss: 3.2695 | LR: 0.000475
Epoch 2/100 | Batch 100/7324 | Loss: 3.2387 | LR: 0.000475
Epoch 2/100 | Batch 200/7324 | Loss: 3.1409 | LR: 0.000475
Epoch 2/100 | Batch 300/7324 | Loss: 3.1366 | LR: 0.000475
Epoch 2/100 | Batch 400/7324 | Loss: 3.1212 | LR: 0.000475
Epoch 2/100 | Batch 500/7324 | Loss: 3.1806 | LR: 0.000475
Epoch 2/100 | Batch 600/7324 | Loss: 3.0565 | LR: 0.000475
Epoch 2/100 | Batch 700/7324 | Loss: 3.1741 | LR: 0.000475
Epoch 2/100 | Batch 800/7324 | Loss: 3.1199 | LR: 0.000475
Epoch 2/100 | Batch 900/7324 | Loss: 3.1673 | LR: 0.000475
Epoch 2/100 | Batch 1000/7324 | Loss: 3.1289 | LR: 0.000475
Epoch 2/100 | Batch 1100/7324 | Loss: 3.1525 | LR: 0.000475
Epoch 2/100 | Batch 1200/7324 | Loss: 3.1262 | LR: 0.000475
Epoch 2/100 | Batch 1300/7324 | Loss: 3.0937 | LR: 0.000475
Epoch 2/100 | Batch 1400/7324 | Loss: 3.1152 | LR: 0.000475
Epoch 2/100 | Batch 1500/7324 | Loss: 3.1833 | LR: 0.000475
Epoch 2/100 | Batch 1600/7324 | Loss: 3.1101 | LR: 0.000475
Epoch 2/100 | Batch 1700/7324 | Loss: 3.1550 | LR: 0.000475
Epoch 2/100 | Batch 1800/7324 | Loss: 3.0897 | LR: 0.000475
Epoch 2/100 | Batch 1900/7324 | Loss: 3.1184 | LR: 0.000475
Epoch 2/100 | Batch 2000/7324 | Loss: 3.2120 | LR: 0.000475
